block_id,page,section,text,language,block_type,status,pair_id
p077_b0020,77,8.2.7,QSP0802 制程检查In-Process Inspection,mixed,paragraph,standalone,
p077_b0021,77,8.2.7,QSP0803 最终检查Final Inspection,mixed,paragraph,standalone,
p077_b0022,77,8.2.7,QSP0806 内部审核 Internal Audit,mixed,paragraph,standalone,
p077_b0023,77,8.2.7,QSP0810 不良事件的监测Incident Reporting And Recall,mixed,paragraph,standalone,
p077_b0024,77,8.2.7,QSP0723 監管策略 Regulatory Strategy,mixed,header_footer,header_footer,
p078_b0001,78,8.2.7,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p078_b0002,78,8.2.7,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p078_b0003,78,8.2.7,页次Page No.： 第78页共83页,mixed,paragraph,header_footer,
p078_b0004,78,8.2.7,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p078_b0006,78,8.3,8.3 不合格品控制Control of nonconforming product,mixed,heading,standalone,
p078_b0008,78,8.3.1,8.3.1 总则General,mixed,heading,standalone,
p078_b0009,78,8.3.1,对不符合产品要求的产品予以识别和控制以防止非预期的使用或交付。不合格产品应放,zh,paragraph,paired,chunk_024_pair_013
p078_b0010,78,8.3.1,置在隔离区直到不符合项得以解决。不合格产品的控制及与不合格品识别、记录、隔,zh,paragraph,paired,chunk_024_pair_013
p078_b0011,78,8.3.1,离、评价和处置相关职责和权限应于文件化程序中规定。不合格的评价应包括确定是否,zh,paragraph,paired,chunk_024_pair_013
p078_b0012,78,8.3.1,需要调查和通知对不合格负责的所有外部方。,zh,paragraph,paired,chunk_024_pair_013
p078_b0013,78,8.3.1,The Group shall ensure that product which does not conform to product requirements,en,paragraph,paired,chunk_024_pair_013
p078_b0014,78,8.3.1,identified and controlled to prevent its unintended use or delivery. The organization shall,en,paragraph,paired,chunk_024_pair_013
p078_b0015,78,8.3.1,document a procedure to define the controls and related responsibilities and authorities for,en,paragraph,paired,chunk_024_pair_013
p078_b0016,78,8.3.1,"the identification, documentation, segregation, evaluation and disposition of nonconforming",en,paragraph,paired,chunk_024_pair_013
p078_b0017,78,8.3.1,product.,en,paragraph,paired,chunk_024_pair_013
p078_b0019,78,8.3.1,应保留不合格的性质以及随后所采取的任何措施的记录，包括评价、任何调查和决策的,zh,paragraph,paired,chunk_024_pair_014
p078_b0020,78,8.3.1,理由说明（见4.2.5）,zh,paragraph,paired,chunk_024_pair_014
p078_b0021,78,8.3.1,Nonconforming product shall be reserved and record implemented follow-up action including,en,paragraph,paired,chunk_024_pair_014
p078_b0022,78,8.3.1,"evaluation, investigation and decision making reason.",en,paragraph,paired,chunk_024_pair_014
p078_b0024,78,8.3.2,8.3.2 交付前发现不合格品的响应措施,zh,heading,paired,chunk_024_pair_015
p078_b0025,78,8.3.2,Actions in response to nonconforming product detected before delivery,en,paragraph,paired,chunk_024_pair_015
p078_b0026,78,8.3.2,集团公司应通过下列一种或几种途径处置不合格品：,zh,paragraph,paired,chunk_024_pair_016
p078_b0027,78,8.3.2,The Group shall deal with nonconforming product by one or more of the following ways:,en,paragraph,paired,chunk_024_pair_016
p078_b0028,78,8.3.2,a) 采取措施以消除已发现的不合格；,mixed,paragraph,paired,chunk_024_pair_017
p078_b0029,78,8.3.2,Taking action to eliminate the detected nonconformity; b) 采取措施以防止其原预期的使用或应用；,mixed,paragraph,paired,chunk_024_pair_017
p078_b0030,78,8.3.2,Taking action to preclude its original intended use or application; c) 授权让步使用、放行或接收。,mixed,paragraph,paired,chunk_024_pair_017
p078_b0031,78,8.3.2,"Authorizing its use, release or acceptance under concession. 应确保不合格品仅在提供理由、获得批准和满足适用法规要求的情况下才能让步接收。应 保留让步接收和授权让步人员身份的记录（见4.2.5）",mixed,paragraph,paired,chunk_024_pair_018
p078_b0032,78,8.3.2,"The Group shall ensure that nonconforming product is accepted by concession only if the justification is provided, approval is obtained and applicable regulatory requirements are met. Records of the acceptance by concession and the identity of the person authorizing the concession shall be maintained (see 4.2.5).",en,paragraph,paired,chunk_024_pair_018
p078_b0034,78,8.3.3,8.3.3 交付后发现不合格品的响应措施,zh,heading,paired,chunk_024_pair_019
p079_b0001,79,8.3.3,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p079_b0002,79,8.3.3,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p079_b0003,79,8.3.3,页次Page No.： 第79页共83页,mixed,paragraph,header_footer,
p079_b0004,79,8.3.3,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p079_b0006,79,8.3.3,Actions in response to nonconforming product detected after delivery,en,paragraph,paired,chunk_024_pair_019
p079_b0007,79,8.3.3,当交付后或开始使用后发现不合格品时，组织应采取与不合格的影响或潜在影响的程度,zh,paragraph,paired,chunk_024_pair_022
p079_b0008,79,8.3.3,相适应的措施。应保留所采取措施的记录（见4.2.5）,zh,paragraph,paired,chunk_024_pair_022
p079_b0009,79,8.3.3,"When nonconforming product is detected after delivery or use has started, the organization",en,paragraph,paired,chunk_024_pair_022
p079_b0010,79,8.3.3,"shall take action appropriate to the effects, or potential effects, of the nonconformity. Records",en,paragraph,paired,chunk_024_pair_022
p079_b0011,79,8.3.3,of actions taken shall be maintained (see 4.2.5).,en,paragraph,paired,chunk_024_pair_022
p079_b0013,79,8.3.3,按照0.4.1 所列标准和0.4.2 所列适用的法规要求将忠告性通知的发布程序形成文件。这,zh,paragraph,missing_english,
p079_b0014,79,8.3.3,些程序应能随时付诸实施。保留与发布忠告性通知相关的措施的记录（见4.2.5）,zh,paragraph,missing_english,
p079_b0015,79,8.3.3,The Group shall document procedures for issuing advisory notices in accordance with,en,paragraph,missing_chinese,chunk_025_pair_001
p079_b0016,79,8.3.3,applicable regulatory requirements(see 0.4.1 and 0.4.2). These procedures shall be capable of,en,paragraph,missing_chinese,chunk_025_pair_001
p079_b0017,79,8.3.3,being put into effect at any time. Records of actions relating to the issuance of advisory,en,paragraph,missing_chinese,chunk_025_pair_001
p079_b0018,79,8.3.3,notices shall be maintained (see 4.2.5).,en,paragraph,missing_chinese,chunk_025_pair_001
p079_b0020,79,8.3.4,8.3.4 返工 Rework,mixed,heading,paired,chunk_025_pair_002
p079_b0021,79,8.3.4,集团公司应按照考虑了返工对产品的潜在不良影响所形成文件的程序进行返工。这些程,zh,paragraph,paired,chunk_025_pair_003
p079_b0022,79,8.3.4,序应经过与原程序相同的评审和批准。,zh,paragraph,paired,chunk_025_pair_003
p079_b0023,79,8.3.4,The Group shall perform rework in accordance with documented procedures that takes into,en,paragraph,paired,chunk_025_pair_003
p079_b0024,79,8.3.4,account the potential adverse effect of the rework on the product. These procedures shall,en,paragraph,paired,chunk_025_pair_003
p079_b0025,79,8.3.4,undergo the same review and approval as the original procedure.,en,paragraph,paired,chunk_025_pair_003
p079_b0027,79,8.3.4,返工完成后，产品应经验证以确保其满足适用的接收准则和法规要求。,zh,paragraph,paired,chunk_025_pair_004
p079_b0028,79,8.3.4,"After the completion of rework, product shall be verified to ensure that it meets applicable",en,paragraph,paired,chunk_025_pair_004
p079_b0029,79,8.3.4,acceptance criteria and regulatory requirements.,en,paragraph,paired,chunk_025_pair_004
p079_b0031,79,8.3.4,应保留返工的记录（见4.2.5）,zh,paragraph,paired,chunk_025_pair_005
p079_b0032,79,8.3.4,Records of rework shall be maintained (see 4.2.5).,en,paragraph,paired,chunk_025_pair_005
p079_b0034,79,8.3.5,8.3.5 辅助程序Supporting Procedures,mixed,heading,paired,chunk_025_pair_006
p079_b0035,79,8.3.5,QSP0804 不合格品控制Non-Conforming Control,mixed,paragraph,paired,chunk_025_pair_007
p079_b0036,79,8.3.5,QSP0805 物料评审委员会Material Review Board,mixed,paragraph,paired,chunk_025_pair_008
p080_b0001,80,8.3.5,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p080_b0002,80,8.3.5,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p080_b0003,80,8.3.5,页次Page No.： 第80页共83页,mixed,paragraph,paired,chunk_025_pair_009
p080_b0004,80,8.3.5,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,paired,chunk_025_pair_010
p080_b0006,80,8.4,8.4 数据分析Analysis of data,mixed,heading,paired,chunk_025_pair_011
p080_b0008,80,8.4,集团公司应将确定、收集和分析适当数据的程序形成文件以证实质量管理体系的适应性、充分 性和有效性。这些程序应包括对统计技术在内的适当方法及其适用程度的确定。,zh,paragraph,paired,chunk_025_pair_012
p080_b0009,80,8.4,"The Group shall document procedures to determine, collect and analyse appropriate data to demonstrate the suitability, adequacy and effectiveness of the quality management system. The procedures shall include determination of appropriate methods, including statistical techniques and the extent of their use. 数据分析应包括来自监视和测量的结果以及其他有关来源的数据，并至少包括以下方面输入：",mixed,paragraph,paired,chunk_025_pair_012
p080_b0010,80,8.4,"The analysis of data shall include data generated as a result of monitoring and measurement and from other relevant sources and include, at a minimum, input from: a) 反馈；",mixed,paragraph,paired,chunk_025_pair_013
p080_b0011,80,8.4,Feedback； b) 产品要求的符合性；,mixed,paragraph,paired,chunk_025_pair_014
p080_b0012,80,8.4,conformity to product requirements; c) 过程和产品的特性及趋势，包括改进的机会；,mixed,paragraph,paired,chunk_025_pair_015
p080_b0013,80,8.4,"Characteristics and trends of processes and product, including opportunities for improvement; d) 供方；",mixed,paragraph,paired,chunk_025_pair_016
p080_b0014,80,8.4,Suppliers; e) 审核；,mixed,paragraph,paired,chunk_025_pair_017
p080_b0015,80,8.4,Audits; f) 适当时，服务报告,mixed,paragraph,paired,chunk_025_pair_018
p080_b0016,80,8.4,"Service reports, as appropriate. 如果数据分析表明质量管理体系不是适宜的、充分的或有效的，组织应按照8.5 的要求将此分 析结果用作改进的输入。",mixed,paragraph,paired,chunk_025_pair_019
p080_b0017,80,8.4,"If the analysis of data shows that the quality management system is not suitable, adequate or effective, the organization shall use this analysis as input for improvement as required in 8.5. 数据分析结果的记录应予保持（见4.2.5）。",mixed,paragraph,paired,chunk_025_pair_019
p080_b0018,80,8.4,Records of the results of the analysis are maintained (see 4.2.5).,en,paragraph,standalone,chunk_025_pair_020
p080_b0019,80,8.4,辅助程序Supporting Procedure,mixed,paragraph,paired,chunk_025_pair_021
p080_b0020,80,8.4,QSP0808 数据分析及统计技术控制,mixed,paragraph,paired,chunk_025_pair_022
p080_b0021,80,8.4,Control of Data Analysis & Statistical Techniques,en,paragraph,paired,chunk_025_pair_022
p081_b0001,81,8.4,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p081_b0002,81,8.4,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p081_b0003,81,8.4,页次Page No.： 第81页共83页,mixed,paragraph,paired,chunk_025_pair_023
p081_b0004,81,8.4,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,paired,chunk_025_pair_024
p081_b0006,81,8.5,8.5 改进Improvement,mixed,heading,paired,chunk_025_pair_025
p081_b0007,81,8.5.1,8.5.1 总则General,mixed,heading,paired,chunk_025_pair_026
